( Next Address )		Byte 5		Byte 4		Byte 3		Byte 2		Byte 1		Byte 0

72		01001000		00000000	00000000	00000000	00000000	00000000	00000000	
73		01001001		00000000	00000000	00000000	00000000	00000000	00000000	
74		01001010		00000000	00000000	00000000	00000000	00000000	00000000	

75		01001011		00000000	00000000	00000000	00000000	00000000	00000000	
76		01001100		00000000	00000000	00000000	00000000	00000000	00000000	
77		01001101		00000000	00000000	00000000	00000000	00000000	00000000	
78		01001110		00000000	00000000	00000000	00000000	00000000	00000000	
79		01001111		00000000	00000000	00000000	00000000	00000000	00000000	

80		01010000		00000000	00000000	00000000	00000000	00000000	00000000	
81		01010001		00000000	00000000	00000000	00000000	00000000	00000000	
82		01010010		00000000	00000000	00000000	00000000	00000000	00000000	
83		01010011		00000000	00000000	00000000	00000000	00000000	00000000	
84		01010100		00000000	00000000	00000000	00000000	00000000	00000000	

85		01010101		00000000	00000000	00000000	00000000	00000000	00000000	
86		01010110		00000000	00000000	00000000	00000000	00000000	00000000	
87		01010111		00000000	00000000	00000000	00000000	00000000	00000000	
88		01011000		00000000	00000000	00000000	00000000	00000000	00000000	
89		01011001		00000000	00000000	00000000	00000000	00000000	00000000	

90		01011010		00000000	00000000	00000000	00000000	00000000	00000000	
91		01011011		00000000	00000000	00000000	00000000	00000000	00000000	
92		01011100		00000000	00000000	00000000	00000000	00000000	00000000	
93		01011101		00000000	00000000	00000000	00000000	00000000	00000000	
94		01011110		00000000	00000000	00000000	00000000	00000000	00000000	

95		01011111		00000000	00000000	00000000	00000000	00000000	00000000	
96		01100000		00000000	00000000	00000000	00000000	00000000	00000000	
97		01100001		00000000	00000000	00000000	00000000	00000000	00000000	
98		01100010		00000000	00000000	00000000	00000000	00000000	00000000	
99		01100011		00000000	00000000	00000000	00000000	00000000	00000000	

100		01100100		00000000	00000000	00000000	00000000	00000000	00000000	
101		01100101		00000000	00000000	00000000	00000000	00000000	00000000	
102		01100110		00000000	00000000	00000000	00000000	00000000	00000000	
103		01100111		00000000	00000000	00000000	00000000	00000000	00000000	
104		01101000		00000000	00000000	00000000	00000000	00000000	00000000	

105		01101001		00000000	00000000	00000000	00000000	00000000	00000000	
106		01101010		00000000	00000000	00000000	00000000	00000000	00000000	
107		01101011		00000000	00000000	00000000	00000000	00000000	00000000	
108		01101100		00000000	00000000	00000000	00000000	00000000	00000000	
109		01101101		00000000	00000000	00000000	00000000	00000000	00000000	

110		01101110		00000000	00000000	00000000	00000000	00000000	00000000	
111		01101111		00000000	00000000	00000000	00000000	00000000	00000000	
112		01110000		00000000	00000000	00000000	00000000	00000000	00000000	
113		01110001		00000000	00000000	00000000	00000000	00000000	00000000	
114		01110010		00000000	00000000	00000000	00000000	00000000	00000000	

115		01110011		00000000	00000000	00000000	00000000	00000000	00000000	
116		01110100		00000000	00000000	00000000	00000000	00000000	00000000	
117		01110101		00000000	00000000	00000000	00000000	00000000	00000000	
118		01110110		00000000	00000000	00000000	00000000	00000000	00000000	
119		01110111		00000000	00000000	00000000	00000000	00000000	00000000	

120		01111000		00000000	00000000	00000000	00000000	00000000	00000000	
121		01111001		00000000	00000000	00000000	00000000	00000000	00000000	
122		01111010		00000000	00000000	00000000	00000000	00000000	00000000	
123		01111011		00000000	00000000	00000000	00000000	00000000	00000000	
124		01111100		00000000	00000000	00000000	00000000	00000000	00000000	

125		01111101		00000000	00000000	00000000	00000000	00000000	00000000	
126		01111110		00000000	00000000	00000000	00000000	00000000	00000000	
127		01111111		00000000	00000000	00000000	00000000	00000000	00000000	
128		10000000		00000000	00000000	00000000	00000000	00000000	00000000	;(xxxxxxxx)中断处理入口地址
129		10000001		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #1指令入口

130		10000010		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #2指令入口
131		10000011		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #3指令入口
132		10000100		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #4指令入口
133		10000101		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #5指令入口
134		10000110		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #6指令入口

135		10000111		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #7指令入口
136		10001000		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #8指令入口
137		10001001		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #9指令入口
138		10001010		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #10指令入口
139		10001011		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #11指令入口

140		10001100		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #12指令入口
141		10001101		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)MOV #13指令入口
142		10001110		00001000	01000000	00000000	00100101	00000000	00000000	;(00000000)MOV #14指令入口：PROGRAM->CPU_DB,REGISTERS_LD_EN,PC+1,P2
143		10001111		00000010	01000000	00000000	00100101	00000000	00000000	;(00000000)MOV #15指令入口：PROGRAM->CPU_DB,POINTER_LD_EN,PC+1,P2
144		10010000		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)PUSH指令入口

145		10010001		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)POP指令入口
146		10010010		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)IN指令入口
147		10010011		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)OUT指令入口
148		10010100		10000000	00000000	00000000	00010100	00000000	00001001	;(00000000)2OP #1指令入口：REGISTERS->CPU_DB,ALU_LD_DRA
149		10010101		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)2OP #2指令入口

150		10010110		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)2OP #3指令入口
151		10010111		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)2OP #4指令入口
152		10011000		10000000	00000000	00000000	00010100	00000000	00000001	;(00000000)2OP #5指令入口：REGISTERS->CPU_DB,ALU_LD_DRA
153		10011001		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)2OP #6指令入口
154		10011010		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)2OP #7指令入口

155		10011011		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)1OP #1指令入口
156		10011100		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)1OP #2指令入口
157		10011101		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)CMP #1指令入口
158		10011110		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)CMP #2指令入口
159		10011111		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)CMP #3指令入口

160		10100000		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)CMP #4指令入口
161		10100001		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)CMP #5指令入口
162		10100010		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)CMP #6指令入口
163		10100011		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)CMP #7指令入口
164		10100100		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)SHIFT指令入口

165		10100101		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)JMP #1指令入口
166		10100110		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)JMP #2指令入口
167		10100111		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)JMP #3指令入口
168		10101000		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)JMP #4指令入口
169		10101001		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)JMP #5指令入口

170		10101010		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)JMP #6指令入口
171		10101011		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)JMP #7指令入口
172		10101100		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)JMP #8指令入口
173		10101101		00000000	01000000	00010000	00100101	10000000	00000101	;(00000000)JMP #9指令入口：PROGRAM->CPU_DB,INTERRUPT_LDTR,PC+1,P3
174		10101110		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)LOOP指令入口

175		10101111		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)CALL指令入口
176		10110000		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)RET指令入口
177		10110001		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)CLI指令入口
178		10110010		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)STI指令入口
179		10110011		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)NOP指令入口

180		10110100		00000000	00000000	00000000	00000000	00000000	00000000	;(00000000)PAUSE指令入口
181		10110101		00000000	00000000	00000000	00000000	00000000	10110101	;(00000000)HALT指令入口
182		10110110		00000000	00000000	00000000	00000000	00000000	00000000	
183		10110111		00000000	00000000	00000000	00000000	00000000	00000000	
184		10111000		00000000	00000000	00000000	00000000	00000000	00000000	

185		10111001		00000000	00000000	00000000	00000000	00000000	00000000	
186		10111010		00000000	00000000	00000000	00000000	00000000	00000000	
187		10111011		00000000	00000000	00000000	00000000	00000000	00000000	
188		10111100		00000000	00000000	00000000	00000000	00000000	00000000	
189		10111101		00000000	00000000	00000000	00000000	00000000	00000000	

190		10111110		00000000	00000000	00000000	00000000	00000000	00000000	
191		10111111		00000000	00000000	00000000	00000000	00000000	00000000	
192		11000000		00000000	00000000	00000000	00000000	00000000	00000000	
193		11000001		00000000	00000000	00000000	00000000	00000000	00000000	
194		11000010		00000000	00000000	00000000	00000000	00000000	00000000	

195		11000011		00000000	00000000	00000000	00000000	00000000	00000000	
196		11000100		00000000	00000000	00000000	00000000	00000000	00000000	
197		11000101		00000000	00000000	00000000	00000000	00000000	00000000	
198		11000110		00000000	00000000	00000000	00000000	00000000	00000000	
199		11000111		00000000	00000000	00000000	00000000	00000000	00000000	

200		11001000		00000000	00000000	00000000	00000000	00000000	00000000	
201		11001001		00000000	00000000	00000000	00000000	00000000	00000000	
202		11001010		00000000	00000000	00000000	00000000	00000000	00000000	
203		11001011		00000000	00000000	00000000	00000000	00000000	00000000	
204		11001100		00000000	00000000	00000000	00000000	00000000	00000000	

205		11001101		00000000	00000000	00000000	00000000	00000000	00000000	
206		11001110		00000000	00000000	00000000	00000000	00000000	00000000	
207		11001111		00000000	00000000	00000000	00000000	00000000	00000000	
208		11010000		00000000	00000000	00000000	00000000	00000000	00000000	
209		11010001		00000000	00000000	00000000	00000000	00000000	00000000	

210		11010010		00000000	00000000	00000000	00000000	00000000	00000000	
211		11010011		00000000	00000000	00000000	00000000	00000000	00000000	
212		11010100		00000000	00000000	00000000	00000000	00000000	00000000	
213		11010101		00000000	00000000	00000000	00000000	00000000	00000000	
214		11010110		00000000	00000000	00000000	00000000	00000000	00000000	

215		11010111		00000000	00000000	00000000	00000000	00000000	00000000	
216		11011000		00000000	00000000	00000000	00000000	00000000	00000000	
217		11011001		00000000	00000000	00000000	00000000	00000000	00000000	
218		11011010		00000000	00000000	00000000	00000000	00000000	00000000	
219		11011011		00000000	00000000	00000000	00000000	00000000	00000000	

220		11011100		00000000	00000000	00000000	00000000	00000000	00000000	
221		11011101		00000000	00000000	00000000	00000000	00000000	00000000	
222		11011110		00000000	00000000	00000000	00000000	00000000	00000000	
223		11011111		00000000	00000000	00000000	00000000	00000000	00000000	
224		11100000		00000000	00000000	00000000	00000000	00000000	00000000	

225		11100001		00000000	00000000	00000000	00000000	00000000	00000000	
226		11100010		00000000	00000000	00000000	00000000	00000000	00000000	
227		11100011		00000000	00000000	00000000	00000000	00000000	00000000	
228		11100100		00000000	00000000	00000000	00000000	00000000	00000000	
229		11100101		00000000	00000000	00000000	00000000	00000000	00000000	

230		11100110		00000000	00000000	00000000	00000000	00000000	00000000	
231		11100111		00000000	00000000	00000000	00000000	00000000	00000000	
232		11101000		00000000	00000000	00000000	00000000	00000000	00000000	
233		11101001		00000000	00000000	00000000	00000000	00000000	00000000	
234		11101010		00000000	00000000	00000000	00000000	00000000	00000000	

235		11101011		00000000	00000000	00000000	00000000	00000000	00000000	
236		11101100		00000000	00000000	00000000	00000000	00000000	00000000	
237		11101101		00000000	00000000	00000000	00000000	00000000	00000000	
238		11101110		00000000	00000000	00000000	00000000	00000000	00000000	
239		11101111		00000000	00000000	00000000	00000000	00000000	00000000	

240		11110000		00000000	00000000	00000000	00000000	00000000	00000000	
241		11110001		00000000	00000000	00000000	00000000	00000000	00000000	
242		11110010		00000000	00000000	00000000	00000000	00000000	00000000	
243		11110011		00000000	00000000	00000000	00000000	00000000	00000000	
244		11110100		00000000	00000000	00000000	00000000	00000000	00000000	

245		11110101		00000000	00000000	00000000	00000000	00000000	00000000	
246		11110110		00000000	00000000	00000000	00000000	00000000	00000000	
247		11110111		00000000	00000000	00000000	00000000	00000000	00000000	
248		11111000		00000000	00000000	00000000	00000000	00000000	00000000	
249		11111001		00000000	00000000	00000000	00000000	00000000	00000000	

250		11111010		00000000	00000000	00000000	00000000	00000000	00000000	
251		11111011		00000000	00000000	00000000	00000000	00000000	00000000	
252		11111100		00000000	00000000	00000000	00000000	00000000	00000000	
253		11111101		00000000	00000000	00000000	00000000	00000000	00000000	
254		11111110		00000000	00000000	00000000	00000000	00000000	00000000	

255		11111111		00000000	00000000	00000000	00000000	00000000	00000000	
