( Next Address )		Byte 5		Byte 4		Byte 3		Byte 2		Byte 1		Byte 0

0		00000000		00000000	01010000	00000000	00000000	10000000	10000000	;(xxxxxxxx)取指/译码：PROGRAM->IR, PC+1,P1
1		00000001		00000000	01010000	00000000	00000000	00000000	00000010	;(10011000)2OP #5：PROGRAM->IR, PC+1
2		00000010		00000000	10000000	00000000	00010100	00000000	00000011	;(00000001)2OP #5：REGISTERS->CPU_DB,HLT_LD
3		00000011		01000000	00000000	00000000	00101100	00000000	00000111	;(00000010)2OP #5：HLT->CPU_DB,ALU_LD_DRB
4		00000100		00000000	00100000	00000000	00001101	00000000	00000000	;(00000101 || 00000110)JMP #9 ZF=1 || CF=1:TR->CPU_DB,PC_LD,P2

5		00000101		00000000	00000000	00000000	00000010	00000000	00000110	;(10101101)JMP #9 ZF=0:P4
6		00000110		00000000	00000000	00000000	00000001	00000000	00000000	;(00000100)JMP #9 ZF=0 && CF=0:P2
7		00000111		00100000	01000000	00000000	00100100	00000000	00001000	;(00000011)2OP #5：PROGRAM->CPU_DB,ALU_LD_CTL,PC+1
8		00001000		00001000	00000000	00000100	00011101	00000000	00000000	;(00000111)2OP #5：ALU->CPU_DB,REGISTERS_LD_EN,FLAGS_LD_EN,P2
9		00001001		00000000	01010000	00000000	00000000	00000000	00001010	;(10010100)2OP #1: PROGRAM->IR, PC+1

10		00001010		01000000	00000000	00000000	00010100	00000000	00001011	;(10001001)2OP #1: REGISTERS->CPU_DB,ALU_LD_DRB
11		00001011		00100000	01000000	00000000	00100100	00000000	00001100	;(10001010)2OP #1: PROGRAM->CPU_DB,ALU_LD_CTL,PC+1
12		00001100		00001000	00000000	00000100	00011101	00000000	00000000	;(10001011)2OP #1：ALU->CPU_DB,REGISTERS_LD_EN,FLAGS_LD_EN,P2
13		00001101		00000000	00000000	00000000	00000000	00000000	00000000	
14		00001110		00000000	00000000	00000000	00000000	00000000	00000000	

15		00001111		00000000	00000000	00000000	00000000	00000000	00000000	
16		00010000		00000000	00000000	00000000	00000000	00000000	00000000	
17		00010001		00000000	00000000	00000000	00000000	00000000	00000000	
18		00010010		00000000	00000000	00000000	00000000	00000000	00000000	
19		00010011		00000000	00000000	00000000	00000000	00000000	00000000	

20		00010100		00000000	00000000	00000000	00000000	00000000	00000000	
21		00010101		00000000	00000000	00000000	00000000	00000000	00000000	
22		00010110		00000000	00000000	00000000	00000000	00000000	00000000	
23		00010111		00000000	00000000	00000000	00000000	00000000	00000000	
24		00011000		00000000	00000000	00000000	00000000	00000000	00000000	

25		00011001		00000000	00000000	00000000	00000000	00000000	00000000	
26		00011010		00000000	00000000	00000000	00000000	00000000	00000000	
27		00011011		00000000	00000000	00000000	00000000	00000000	00000000	
28		00011100		00000000	00000000	00000000	00000000	00000000	00000000	
29		00011101		00000000	00000000	00000000	00000000	00000000	00000000	

30		00011110		00000000	00000000	00000000	00000000	00000000	00000000	
31		00011111		00000000	00000000	00000000	00000000	00000000	00000000	
32		00100000		00000000	00000000	00000000	00000000	00000000	00000000	
33		00100001		00000000	00000000	00000000	00000000	00000000	00000000	
34		00100010		00000000	00000000	00000000	00000000	00000000	00000000	

35		00100011		00000000	00000000	00000000	00000000	00000000	00000000	
36		00100100		00000000	00000000	00000000	00000000	00000000	00000000	
37		00100101		00000000	00000000	00000000	00000000	00000000	00000000	
38		00100110		00000000	00000000	00000000	00000000	00000000	00000000	
39		00100111		00000000	00000000	00000000	00000000	00000000	00000000	

40		00101000		00000000	00000000	00000000	00000000	00000000	00000000	
41		00101001		00000000	00000000	00000000	00000000	00000000	00000000	
42		00101010		00000000	00000000	00000000	00000000	00000000	00000000	
43		00101011		00000000	00000000	00000000	00000000	00000000	00000000	
44		00101100		00000000	00000000	00000000	00000000	00000000	00000000	

45		00101101		00000000	00000000	00000000	00000000	00000000	00000000	
46		00101110		00000000	00000000	00000000	00000000	00000000	00000000	
47		00101111		00000000	00000000	00000000	00000000	00000000	00000000	
48		00110000		00000000	00000000	00000000	00000000	00000000	00000000	
49		00110001		00000000	00000000	00000000	00000000	00000000	00000000	

50		00110010		00000000	00000000	00000000	00000000	00000000	00000000	
51		00110011		00000000	00000000	00000000	00000000	00000000	00000000	
52		00110100		00000000	00000000	00000000	00000000	00000000	00000000	
53		00110101		00000000	00000000	00000000	00000000	00000000	00000000	
54		00110110		00000000	00000000	00000000	00000000	00000000	00000000	

55		00110111		00000000	00000000	00000000	00000000	00000000	00000000	
56		00111000		00000000	00000000	00000000	00000000	00000000	00000000	
57		00111001		00000000	00000000	00000000	00000000	00000000	00000000	
58		00111010		00000000	00000000	00000000	00000000	00000000	00000000	
59		00111011		00000000	00000000	00000000	00000000	00000000	00000000	

60		00111100		00000000	00000000	00000000	00000000	00000000	00000000	
61		00111101		00000000	00000000	00000000	00000000	00000000	00000000	
62		00111110		00000000	00000000	00000000	00000000	00000000	00000000	
63		00111111		00000000	00000000	00000000	00000000	00000000	00000000	
64		01000000		00000000	00000000	00000000	00000000	00000000	00000000	

65		01000001		00000000	00000000	00000000	00000000	00000000	00000000	
66		01000010		00000000	00000000	00000000	00000000	00000000	00000000	
67		01000011		00000000	00000000	00000000	00000000	00000000	00000000	
68		01000100		00000000	00000000	00000000	00000000	00000000	00000000	
69		01000101		00000000	00000000	00000000	00000000	00000000	00000000	

70		01000110		00000000	00000000	00000000	00000000	00000000	00000000	
71		01000111		00000000	00000000	00000000	00000000	00000000	00000000	
